Id,Title,StartDate,EndDate,Duration,Posts,Comments,TotalModeratedComments,UniquePageViews,PageViews,AvgMinutesOnPage,EngagementMinutes
"407463","Soči 2014 - sreda, 12. februarja","2/11/2014 11:00:00 PM","2/13/2014 1:00:00 AM","1:0:29:46.947","60","17","2","47567","58640","11","667887"
"405327","Soči 2014 - torek, 11. februarja","2/10/2014 11:00:00 PM","2/12/2014 1:00:00 AM","22:50:39.45","55","20","0","33446","44208","11","510371"
"395980","Soči 2014 - ponedeljek, 10. februarja","2/9/2014 11:00:00 PM","2/11/2014 1:00:00 AM","21:41:54.38","68","18","0","29254","35385","10","363525"
"395827","Soči 2014 - petek, 7. februarja","2/7/2014 4:30:00 AM","2/7/2014 10:45:00 PM","3:1:18:23.867","140","14","8","49287","67991","14","959763"
"395975","Soči 2014 - sobota, 8. februarja","2/8/2014 5:15:00 AM","2/9/2014 1:00:00 AM","2:0:33:09.87","87","11","1","40418","53799","10","542212"
"395979","Soči 2014 - nedelja, 9. februarja","2/9/2014 12:45:00 AM","2/10/2014 12:45:00 AM","1:5:02:48.21","93","18","1","48516","64396","12","773288"
"364311","Shod soočenja s sistemsko korupcijo","1/17/2014 12:35:45 PM","1/17/2014 4:55:27 PM","4:19:42.21","14","20","0","9393","11365","15","173366"
"343716","SilvesterSkribl","12/31/2013 5:43:25 AM","12/31/2013 11:08:35 PM","17:25:10.38","58","17","0","16147","19245","10","204239"
"344627","Izvod SilvesterSkribl","12/31/2013 5:43:25 AM","12/31/2013 10:57:01 PM","14:13:36.02","0","0","0","0","0","0","0"
"334772","Protestival","12/20/2013 5:34:33 PM","12/20/2013 8:45:21 PM","3:10:49.007","36","4","0","5874","6559","12","82041"
"322856","Bančna luknja","12/12/2013 6:00:00 AM","12/12/2013 3:54:03 PM","9:54:03.817","43","10","0","35779","45054","17","801291"
"314715","20. krog Prve lige TS","12/6/2013 2:37:36 PM","12/9/2013 7:00:00 AM","2:8:31:14.59","163","17","0","7469","9561","9","94567"
"314333","Žreb skupin za svetovno nogometno prvenstvo v Braziliji 2014","12/6/2013 11:15:00 AM","12/6/2013 9:00:00 PM","7:04:56.14","32","1","0","18819","23576","16","388040"
"314301","Žreb skupina za svetovno nogometno prvenstvo v Braziliji 2014","12/6/2013 11:02:07 AM","12/6/2013 11:20:50 AM","0:18:43.5","0","0","0","0","0","0","0"
"305621","19. krog Prve lige Telekom Slovenije","12/1/2013 2:15:00 PM","12/4/2013 7:00:00 AM","3:0:46:44.553","159","67","0","23473","29832","10","308696"
"296916","18. krog Prve lige Telekom Slovenije","11/23/2013 7:45:00 AM","11/27/2013 9:00:00 AM","4:1:05:41.303","242","35","0","22005","29003","9","268914"
"273814","Evropska liga, 4. krog, Maribor - Zulte Waregem","11/7/2013 11:00:27 AM","11/8/2013 7:36:54 AM","20:36:27.82","22","1","0","17234","22921","13","302631"
"261313","Torek","10/29/2013 2:31:58 PM","10/29/2013 7:14:18 PM","4:42:20.803","49","25","0","23806","29681","14","442337"
"243310","Kvalifikacije za SP v nogometu, Švica - Slovenija","10/15/2013 7:09:19 AM","10/16/2013 7:00:00 AM","15:00:05.723","74","41","0","44265","64868","13","864081"
"240110","Kvalifikacije za SP v nogometu: Slovenija - Norveška","10/11/2013 8:30:00 AM","10/12/2013 5:31:48 AM","21:02:26.633","132","4","0","50710","72131","15","1099025"
"234626","13. krog Prve lige Telekom Slovenije","10/5/2013 2:15:00 PM","10/7/2013 7:00:00 AM","1:15:33:01.92","294","29","0","27023","35812","10","367816"
"226527","12. krog Prve lige TS","9/28/2013 12:02:31 PM","9/29/2013 2:06:52 AM","11:04:21.73","149","11","0","15070","21331","10","220899"
"222719","11. krog Prve lige TS","9/25/2013 1:32:31 PM","9/26/2013 12:14:27 AM","7:41:56.66","142","7","0","14473","19273","11","213243"
"217150","EuroBasket, 22. september","9/22/2013 6:32:38 AM","9/23/2013 5:49:50 AM","20:17:12.63","95","9","0","43803","58486","16","957750"
"216479","10. krog Prve lige TS","9/22/2013 10:06:44 PM","9/23/2013 1:06:44 AM","0:00:00.507","173","20","0","25724","33100","9","309000"
"216400","EuroBasket, 21. september","9/21/2013 6:25:04 AM","9/22/2013 5:00:00 AM","22:42:18.913","162","5","0","41040","56951","15","878911"
"215414","EuroBasket, 20. september","9/20/2013 8:19:26 AM","9/21/2013 8:00:00 AM","13:28:48.57","82","7","0","44591","61663","18","1132121"
"214577","1. krog Evropske lige, skupina D: Maribor - Rubin Kazan","9/19/2013 8:07:51 AM","9/20/2013 7:00:00 AM","21:52:12.067","65","10","0","24791","31826","11","380887"
"214540","EuroBasket, 19. september","9/19/2013 6:24:51 AM","9/20/2013 5:07:54 AM","19:43:03.327","162","13","0","62101","84487","18","1566080"
"213054","EuroBasket, 18. september","9/18/2013 5:08:40 AM","9/19/2013 5:00:00 AM","18:29:32.923","157","47","0","72871","111647","16","1835157"
"209916","EuroBasket, 16. september","9/16/2013 4:51:40 PM","9/17/2013 12:24:53 AM","4:33:13.717","114","35","0","87307","128299","16","2128292"
"207826","Prva liga TS, 9. krog","9/14/2013 5:00:00 AM","9/16/2013 5:00:00 AM","1:23:50:44.67","104","62","0","15189","18535","9","170515"
"209319","EuroBasket, 15. september","9/15/2013 9:31:54 AM","9/16/2013 5:00:00 AM","14:28:35.557","69","8","0","61795","82877","15","1251347"
"207857","EuroBasket, 14. septembra","9/14/2013 11:01:44 AM","9/15/2013 3:04:51 AM","13:03:07.977","160","26","0","62624","95936","15","1514777"
"207002","EuroBasket, 13. september","9/13/2013 6:57:30 AM","9/14/2013 12:19:06 AM","14:21:36.153","81","8","0","37330","47897","16","770079"
"205940","EuroBasket, 12 . september","9/12/2013 6:08:01 AM","9/13/2013 6:54:35 AM","1:0:46:34.94","164","35","0","70284","104360","17","1809225"
"205046","EuroBasket, 11. september","9/11/2013 8:12:59 AM","9/12/2013 1:59:16 AM","14:46:17.77","102","5","0","43179","55620","15","876640"
"200801","EuroBasket, 6. dan","9/9/2013 7:00:00 AM","9/10/2013 8:00:00 AM","15:06:24.823","137","9","0","86690","126738","13","1731013"
"199382","EuroBasket 2013, 5. dan","9/8/2013 5:24:20 AM","9/9/2013 1:13:41 AM","16:49:21.63","204","10","0","73636","111321","13","1507817"
"197983","Eurobasket 2013, četrti dan","9/7/2013 6:45:00 AM","9/7/2013 11:57:48 PM","14:12:48.77","133","12","0","51834","76766","15","1207860"
"196507","Eurobasket 2013, tretji dan","9/6/2013 6:29:06 AM","9/7/2013 6:42:43 AM","1:0:14:57.92","55","10","0","38768","49752","13","665888"
"196870","Slovenija - Albanija, nogometne kvalifikacije za SP 2014","9/6/2013 1:31:14 PM","9/7/2013 2:19:40 AM","9:48:26.25","87","19","0","33441","47505","12","611463"
"195441","Eurobasket 2013, drugi dan","9/5/2013 5:41:47 AM","9/6/2013 8:00:00 AM","17:22:14.54","206","10","0","88682","130635","15","2064066"
"194555","Protest zaradi političnega kadrovanja","9/5/2013 2:10:50 PM","9/5/2013 5:06:23 PM","2:55:33.69","48","0","0","9176","10966","17","190810"
"194343","EuroBasket 2013, 1. dan","9/4/2013 4:50:10 AM","9/5/2013 4:45:23 AM","23:55:13.06","307","47","0","79584","121738","14","1765766"
"188184","8. krog Prve lige Telekom Slovenije","8/31/2013 12:00:12 PM","9/1/2013 2:35:23 AM","11:35:11.88","85","8","0","14925","20482","9","202225"
"130542","PRAZNIČNA VSTAJA","8/31/2013 6:33:14 AM","8/31/2013 6:36:03 AM","0:02:49.42","75","0","2","16527","19655","15","304078"
"187302","Sirija","9/30/2013 12:30:00 PM","9/30/2013 3:30:00 PM","-30:23:28:15.963","1","0","0","0","0","0","0"
"184549","4. predkrog nogometne Lige prvakov, povratna tekma, Maribor - Viktoria Plzen","8/28/2013 11:08:16 AM","8/28/2013 10:30:25 PM","12:18:27.62","53","48","0","33209","48545","12","620243"
"180798","7. krog Prve lige Telekom Slovenije","8/24/2013 2:51:44 PM","8/25/2013 1:06:54 AM","7:15:10.717","162","22","0","14976","21001","9","203584"
"157068","3. krog Prve lige Telekom Slovenije","7/28/2013 6:00:00 AM","7/29/2013 10:00:00 AM","27:8:54:35.4","143","31","0","31414","45251","8","379032"
"175846","4. predkrog nogometne Lige prvakov, Viktoria Plzen - Maribor","8/20/2013 7:55:15 AM","8/21/2013 8:00:00 AM","21:24:40.923","144","37","0","41431","59813","12","721390"
"166345","5. krog Prve lige Telekom Slovenije","8/10/2013 12:00:00 PM","8/12/2013 10:00:00 AM","1:20:23:18.59","159","13","0","15199","21452","9","202534"
"163506","3. predkrog nogometne Lige prvakov, Maribor - Apoel","8/6/2013 6:28:58 AM","8/6/2013 9:59:30 PM","15:30:32.787","195","5","0","50169","75373","11","857020"
"158612","3. predkrog nogometne Lige prvakov: Apoel - Maribor","7/31/2013 8:52:19 AM","7/31/2013 8:48:33 PM","11:56:14.877","111","5","0","38458","61261","11","683656"
"155488","2. predkrog Evropske lige v nogometu, Žilina - Olimpija, povratna tekma","7/25/2013 9:45:00 AM","7/26/2013 10:00:00 AM","22:42:19.39","84","24","0","22938","37551","9","344201"
"154918","2. predkrog Lige prvakov, povratna tekma: Maribor - Birkirkara","7/24/2013 7:35:29 AM","7/25/2013 10:00:00 AM","1:1:29:58.777","47","24","0","33174","51399","9","511920"
"151375","2. krog Prve lige Telekom Slovenije 2013/14","7/20/2013 7:14:22 AM","7/22/2013 11:00:00 AM","2:2:49:53.84","178","38","0","29808","42259","9","416086"
"148750","2. predkrog Evropske lige: Olimpija - Žilina","7/18/2013 8:14:21 AM","7/19/2013 11:00:00 AM","1:2:34:14.03","153","52","0","21716","35442","9","331816"
"147198","2. predkrog Lige prvakov: Birkirkara - Maribor","7/16/2013 7:30:00 AM","7/17/2013 11:00:00 AM","2:10:49:04.113","65","35","0","31950","43350","10","458036"
"144965","1. krog Prve lige Telekom Slovenije 2013/14","7/14/2013 3:30:00 PM","7/15/2013 11:00:00 AM","17:48:25.957","226","33","0","39403","58447","9","535204"
"141595","Superpokal Slovenija 2013","7/7/2013 11:08:20 AM","7/7/2013 11:48:40 PM","9:40:20.203","74","18","0","16519","24251","9","238250"
"94654","Boston bombing","4/19/2013 11:17:19 AM","6/12/2013 6:45:45 AM","53:16:28:26.283","1468","135","0","25","143","1","264"
"116792","Razsodba v zadevi Patria","6/5/2013 6:23:47 AM","6/5/2013 1:41:29 PM","7:17:42.943","123","10","0","121344","197571","14","2913788"
"111419","Finale Lige prvakov 2013","5/25/2013 4:26:31 PM","5/27/2013 10:00:00 AM","1:14:51:01.597","285","101","0","21712","30830","12","386382"
"111570","Zadnji, 36., krog Prve lige Telekom Slovenije","5/25/2013 5:07:11 PM","5/25/2013 8:10:06 PM","0:02:55.077","2","12","0","1281","1457","12","17613"
"109106","35. krog Prve lige Telekom Slovenije","5/21/2013 12:32:48 PM","5/23/2013 8:00:00 PM","2:6:20:21.05","234","7","0","14148","17851","8","160382"
"107881","34. krog Prve lige Telekom Slovenije","5/18/2013 11:58:38 AM","5/20/2013 7:00:00 AM","1:7:02:28.083","160","15","0","10039","13341","9","125021"
"104397","Evrovizija, finale","5/18/2013 6:28:44 PM","5/18/2013 10:56:13 PM","4:27:29.433","220","207","0","31561","45127","14","637592"
"104391","Evrovizija, 2. polfinale","5/16/2013 6:36:45 PM","5/16/2013 9:11:48 PM","2:35:03.44","94","23","0","11339","15622","9","141608"
"104720","33. krog Prve lige Telekom Slovenija","5/14/2013 2:20:08 PM","5/15/2013 10:15:00 PM","1:4:17:30.713","188","20","0","8607","11256","8","96296"
"104389","Evrovizija, 1. polfinale","5/14/2013 5:33:26 PM","5/14/2013 9:15:31 PM","3:42:05.887","95","48","0","37218","51377","10","565038"
"102875","32. krog Prve lige Telekom Slovenije","5/11/2013 8:06:23 AM","5/13/2013 11:00:00 AM","2:2:32:48.027","310","29","0","18666","27728","9","262296"
"99320","31. krog Prve lige Telekom Slovenije","5/4/2013 1:20:58 PM","5/4/2013 10:13:24 PM","5:52:26.067","105","6","0","9449","12626","8","106251"
"95980","30. krog Prve lige Telekom Slovenije","4/27/2013 8:25:18 AM","4/29/2013 11:00:00 AM","2:1:05:20.603","161","11","0","10310","13791","7","109300"
"95458","5. vseslovenska vstaja","4/27/2013 10:03:29 AM","4/27/2013 4:12:40 PM","6:09:11.743","120","3","0","21700","28816","13","401528"
"95995","Test","4/27/2013 1:59:09 PM","4/27/2013 4:59:09 PM","0:00:00.667","0","0","0","0","0","0","0"
"95453","Zaostala tekma 23. kroga Prve lige Telekom Slovenije","4/24/2013 12:23:22 PM","4/25/2013 1:00:00 PM","22:05:19.383","24","6","0","2816","3137","7","22988"
"94787","29. krog Prve lige Telekom Slovenija","4/21/2013 6:00:00 PM","4/22/2013 11:00:00 AM","16:38:44.763","146","9","0","16696","21812","7","174000"
"94191","25. krog Prve lige Telekom Slovenija","4/17/2013 11:18:38 AM","4/18/2013 6:00:00 PM","1:6:35:00.553","168","9","0","16541","21880","10","231117"
"93515","28. krog Prve lige Telekom Slovenija","4/13/2013 4:46:44 AM","4/15/2013 6:00:00 PM","2:12:10:27.743","201","8","0","14871","19666","7","152423"
"92966","Dogodek","4/10/2013 12:43:03 PM","4/10/2013 12:55:38 PM","0:12:35.353","0","0","0","0","0","0","0"
"92759","rtetsghjtuztzutuzgtzfzhftz","4/9/2013 9:30:00 AM","4/9/2013 9:35:30 AM","0:05:30.2","0","0","0","0","0","0","0"
"92367","27. krog Prve lige Telekom Slovenija","4/6/2013 7:36:51 AM","4/8/2013 10:00:00 AM","2:2:02:06.223","207","11","0","16582","22817","7","170631"
"91284","26. krog Prve Lige Telekom Slovenije","3/30/2013 1:00:00 PM","3/31/2013 9:45:00 PM","1:6:55:08.28","202","10","0","13753","18494","9","168101"
"89568","Potrjevanje Vlade Alenke Bratušek","3/20/2013 10:11:25 AM","3/20/2013 8:46:13 PM","10:34:48.657","127","27","0","26920","33456","14","469103"
"89195","24. krog Prve lige Telekom Slovenije","3/16/2013 10:44:57 AM","3/17/2013 10:00:00 PM","1:10:45:07.23","148","0","0","15926","21781","8","193477"
"88964","Finale Svetovnega pokala v alpskem smučanju","3/17/2013 6:00:00 AM","3/17/2013 4:59:30 PM","7:59:30.21","62","10","0","67247","101223","10","1089929"
"69710","Poplave","3/12/2013 11:12:18 AM","3/12/2013 11:13:14 AM","0:00:56.757","1","0","0","0","0","0","0"
"87650","Vseslovenska vstaja","3/12/2013 7:34:59 AM","3/12/2013 7:41:19 AM","0:06:20.767","89","13","0","40015","55037","12","714418"
"87936","23. krog Prve lige Telekom Slovenije","3/9/2013 3:00:00 PM","3/10/2013 10:45:00 PM","1:5:40:45.77","172","2","0","19150","27805","7","219107"
"86593","22. krog Prva liga Telekom Slovenije","3/2/2013 12:00:00 PM","3/3/2013 10:45:00 PM","1:9:40:07.627","69","4","2","14535","19299","7","140514"
"85804","DZ : konstruktivna nezaupnica vladi","2/27/2013 10:02:53 PM","2/27/2013 10:03:14 PM","0:00:21.63","225","53","0","73554","104237","17","1832197"
"84320","Oskarji","2/24/2013 2:47:41 PM","2/25/2013 6:34:42 AM","15:47:01.297","160","93","0","27941","33194","18","615018"
"85063","synd_oskarji","2/22/2013 10:47:52 AM","2/24/2013 4:00:00 AM","2:8:33:15.167","22033","0","0","37","45","4","199"
"83395","Veleslalom SP Schladming 2013","2/14/2013 6:05:14 AM","2/14/2013 2:32:23 PM","8:27:09.803","37","12","0","166045","237222","12","2941576"
"82327","Tretja vseslovenska vstaja","2/8/2013 1:42:12 PM","2/8/2013 7:43:01 PM","6:00:49.343","86","53","0","69529","104355","16","1730336"
"82322","Shod Zbora za republiko","2/7/2013 2:28:49 PM","2/8/2013 12:10:21 PM","21:41:32.45","73","10","0","59928","81710","14","1144452"
"82315","Protestival","2/7/2013 2:19:18 PM","2/7/2013 8:16:49 PM","5:57:31.323","42","33","0","15634","18643","12","229280"
"78834","Janez Janša se je odločil","1/18/2013 7:28:47 AM","1/18/2013 10:44:52 AM","0:16:05.4","1","0","0","0","0","0","0"
"78701","Armstrong","1/18/2013 7:31:11 AM","1/18/2013 10:31:11 AM","0:00:00.303","1","0","0","18","31","9","290"
"77338","LJ-Protest","1/11/2013 12:54:59 PM","1/11/2013 8:51:18 PM","9:21:01.13","42","61","0","37056","52023","15","798612"
"76602","Maribor vstaja","1/7/2013 12:45:00 PM","1/7/2013 7:53:48 PM","6:43:20.793","45","5","0","17201","22002","11","262246"
"75409","Božiček","12/24/2012 8:15:00 AM","12/25/2012 1:28:46 PM","1:2:13:46.747","932","343","0","178","222","6","1468"
"75403","Vseslovenska vstaja","12/21/2012 12:11:33 PM","12/21/2012 10:06:46 PM","10:45:05.197","52","111","0","51420","75540","13","984410"
"75411","Val202 test","12/21/2012 1:13:54 PM","12/21/2012 4:13:54 PM","0:00:00.72","0","0","0","0","0","0","0"
"74848","Interpelacija Vinka Gorenaka","12/18/2012 1:43:58 PM","12/18/2012 10:12:24 PM","8:28:26.793","92","1","0","27885","37145","10","390558"
"74408","Protesti 14. 12. 2012","12/14/2012 8:33:21 AM","12/14/2012 7:38:47 PM","11:05:26.19","40","26","0","19159","24947","10","267293"
"73859","Ljubljana: Protest pred mestno hišo","12/10/2012 3:01:21 PM","12/10/2012 6:29:12 PM","3:27:51.533","16","12","0","16911","21880","10","224252"
"735602,"Protesti 7. 12. 2012","12/7/2012 1:15:51 PM","12/7/2012 10:30:29 PM","6:14:38.993","52","31","0","21035","28724","13","400686"
"73396","Superkombinacija - St. Moritz","12/7/2012 7:23:07 AM","12/7/2012 1:47:26 PM","6:24:19.9","23","6","0","71914","104257","11","1156337"
"73395","Maribor - Lazio","12/6/2012 10:42:55 PM","12/6/2012 10:43:23 PM","0:00:28.29","38","26","0","18091","24745","8","211962"
"72910","Demonstracije 3. 12. 2012","12/3/2012 2:57:47 PM","12/4/2012 2:11:42 AM","8:13:55.79","112","85","0","56949","90417","11","1046508"
"72817","Predsedniške volitve 2012, drugi krog","12/2/2012 3:45:00 PM","12/2/2012 9:38:04 PM","5:53:04.41","39","55","0","23162","29783","10","301831"
"72610","Demonstracije 30. 11. 2012","11/30/2012 2:30:00 PM","12/1/2012 12:17:15 AM","6:47:15.147","17","133","0","82097","138504","11","1634473"
"70978","Soočenje 20.11.2012","11/20/2012 4:45:17 PM","11/20/2012 8:20:27 PM","3:41:48.44","24","19","0","17841","21936","11","255482"
"69659","Predsedniške volitve","11/11/2012 2:30:00 PM","11/20/2012 12:41:11 PM","8:22:11:11.06","99","39","2","28734","43353","9","422263"
"68442","SlovenskiEvent","11/20/2012 7:44:36 AM","11/20/2012 12:09:03 PM","4:24:27.633","50","14","21","81","268","12","3399"
"70094","Makedonija - Slovenija","11/14/2012 9:44:32 AM","11/14/2012 7:25:37 PM","9:41:05.513","49","25","0","36843","59245","9","579290"
"69391","Soočenje 9.11.2012","11/9/2012 8:44:35 AM","11/9/2012 10:07:59 PM","13:23:25.033","54","51","1","7906","10271","15","157295"
"69210","Maribor:Tottenham","11/8/2012 9:53:06 AM","11/9/2012 2:45:30 AM","13:52:24.42","71","27","0","24493","34957","12","426004"
"69090","Liga prvakov","11/7/2012 12:59:42 PM","11/7/2012 9:56:10 PM","9:38:00.827","72","18","0","20525","28502","11","326800"
"68885","Volitve ZDA 2012","11/7/2012 7:23:58 AM","11/7/2012 10:23:58 AM","0:00:00.997","235","120","3","38369","48579","14","712381"
"68814","Liga prvakov 6. 11. 2012","11/6/2012 11:45:00 AM","11/6/2012 10:19:23 PM","10:34:23.18","100","16","28","31781","44048","10","450058"
"68662","KrNeki","11/5/2012 7:41:02 PM","11/5/2012 7:42:10 PM","0:01:08.47","0","0","0","0","0","0","0"
